Frequency (Hz)	Level (dB)
17528.027344	-101.652603
17571.093750	-102.233444
17614.160156	-102.968025
17657.226562	-102.294144
17700.292969	-101.931274
17743.359375	-102.404854
17786.425781	-102.494591
17829.492188	-102.409157
17872.558594	-102.695587
17915.625000	-103.105072
17958.691406	-102.907158
18001.757812	-102.479790
18044.824219	-102.801224
18087.890625	-103.421921
18130.957031	-103.128021
18174.023438	-103.193726
18217.089844	-103.619934
18260.156250	-103.731377
18303.222656	-103.157661
18346.289062	-102.886284
18389.355469	-103.468086
18432.421875	-103.829407
18475.488281	-103.608261
18518.554688	-103.744186
18561.621094	-103.855888
18604.687500	-103.701935
18647.753906	-103.977760
18690.820312	-104.240677
18733.886719	-104.348358
18776.953125	-104.236298
18820.019531	-104.505150
18863.085938	-104.913261
18906.152344	-104.617050
18949.218750	-104.471466
18992.285156	-104.800278
19035.351562	-105.036774
19078.417969	-105.170715
19121.484375	-105.239067
19164.550781	-105.284874
19207.617188	-105.254158
19250.683594	-105.128235
19293.750000	-105.330193
19336.816406	-105.485970
19379.882812	-105.297791
19422.949219	-105.085381
19466.015625	-105.337128
19509.082031	-105.548943
19552.148438	-105.553596
19595.214844	-105.366432
19638.281250	-105.368111
19681.347656	-105.743462
19724.414062	-105.548096
19767.480469	-105.133583
19810.546875	-105.195648
19853.613281	-105.395226
19896.679688	-105.612503
19939.746094	-105.740189
19982.812500	-105.549103
20025.878906	-105.696014
20068.945312	-105.636467
20112.011719	-104.221779
20155.078125	-105.255493
20198.144531	-106.124481
20241.210938	-106.068474
20284.277344	-106.121178
20327.343750	-106.415688
20370.410156	-106.607239
20413.476562	-106.652626
20456.542969	-106.860085
20499.609375	-106.893661
20542.675781	-106.982918
20585.742188	-107.114777
20628.808594	-107.430946
20671.875000	-107.457779
20714.941406	-107.664932
20758.007812	-107.936615
20801.074219	-108.297798
20844.140625	-108.355835
20887.207031	-108.587494
20930.273438	-108.896645
20973.339844	-108.968605
21016.406250	-109.018723
21059.472656	-109.533562
21102.539062	-109.940155
21145.605469	-110.108749
21188.671875	-110.276115
21231.738281	-110.798157
21274.804688	-111.142654
21317.871094	-111.514679
21360.937500	-111.927200
21404.003906	-112.247398
21447.070312	-112.678215
21490.136719	-113.010094
21533.203125	-113.548019
21576.269531	-113.790123
21619.335938	-114.187469
21662.402344	-114.598755
21705.468750	-114.887039
21748.535156	-114.949585
21791.601562	-115.836617
21834.667969	-115.904076
21877.734375	-115.988274
21920.800781	-115.940300
21963.867188	-116.198494
22006.933594	-116.194901
